,Nota_media_curso,Nota_media_selec,Val_profe,Val_compañeros,Val_propia,Val_padres,Val_direct,Eval_Alumno
743,7.56,8.59,7.29,9.76,6.47,6.87,6.13,Muy Buena
744,9.78,11.139999999999999,3.34,9.22,8.87,8.75,7.24,Muy Buena
745,7.78,7.98,8.55,8.53,6.38,9.63,7.82,Muy Buena
746,6.74,7.28,7.63,9.77,7.27,5.74,9.09,Muy Buena
747,6.21,7.25,4.16,9.66,8.36,8.43,5.19,No Muy Buena
748,8.89,9.39,9.6,8.67,6.78,6.22,7.25,Perfecta
749,4.77,6.279999999999999,4.45,8.56,9.16,8.1,4.71,No Muy Mala
750,3.75,5.23,6.23,7.65,9.39,8.82,6.73,No Muy Mala
751,5.39,6.29,4.74,7.47,8.5,6.24,5.0,No Muy Mala
752,7.09,7.18,3.29,9.98,8.65,7.09,8.34,No Muy Buena
753,3.24,4.24,6.81,8.43,8.88,6.23,7.85,Mala
754,3.15,4.24,6.1,9.01,9.11,9.05,7.28,Mala
755,8.04,9.229999999999999,6.68,9.83,8.43,7.13,6.58,Muy Buena
756,5.73,6.66,5.64,9.98,9.51,8.52,6.68,No Muy Buena
757,3.3,3.42,7.58,9.36,7.36,8.03,4.38,Mala
758,4.38,5.37,7.25,7.3,6.5,6.58,6.18,No Muy Mala
759,3.3,3.6599999999999997,5.43,9.79,9.05,5.75,8.89,Mala
760,7.56,9.08,7.08,9.14,9.25,9.67,8.65,Muy Buena
761,3.6,5.08,6.48,9.34,6.37,8.89,5.99,No Muy Mala
762,9.73,10.13,3.56,9.97,9.68,7.99,8.85,Muy Buena
763,8.18,8.67,3.23,9.97,8.75,7.61,6.22,Buena
764,5.5,7.14,6.5,9.49,8.2,6.74,6.32,No Muy Buena
765,8.63,10.170000000000002,8.1,7.92,6.3,7.47,4.21,Muy Buena
766,7.06,7.909999999999999,4.84,9.28,8.9,9.15,9.09,Buena
767,8.18,9.0,6.33,7.54,9.24,8.55,7.56,Muy Buena
768,7.13,8.45,6.65,9.48,7.2,8.48,4.51,Buena
769,6.27,7.56,5.11,8.36,9.49,8.39,8.51,No Muy Buena
770,8.08,8.74,5.08,9.0,9.03,6.19,5.47,Buena
771,8.96,9.08,9.25,7.93,8.28,6.58,4.71,Perfecta
772,4.98,6.67,9.6,8.19,9.83,7.2,5.04,Buena
773,3.52,4.37,3.25,9.33,9.87,7.15,5.56,Mala
774,9.05,10.23,8.65,9.67,7.32,7.62,8.92,Perfecta
775,9.72,10.42,7.84,7.66,9.07,6.17,6.14,Perfecta
776,7.69,8.56,4.39,9.38,8.36,7.73,7.27,Buena
777,7.3,7.88,3.47,7.76,7.91,8.19,5.61,No Muy Buena
778,3.77,5.34,5.33,8.28,6.22,5.71,4.59,Mala
779,5.53,6.91,6.5,8.55,8.62,8.69,7.08,No Muy Buena
780,7.01,8.52,4.39,8.82,9.9,6.99,8.24,Buena
781,4.26,4.77,9.43,8.18,8.21,9.52,7.56,No Muy Buena
782,5.29,6.35,8.54,9.04,6.88,7.69,9.11,Buena
783,6.17,6.35,9.1,9.76,7.55,7.69,5.09,Buena
784,5.74,6.9,4.06,9.28,6.57,8.92,9.42,No Muy Buena
785,6.95,8.6,7.37,9.67,9.69,8.19,9.52,Muy Buena
786,9.35,10.59,6.15,9.49,8.01,5.56,8.7,Perfecta
787,7.74,8.98,5.76,7.44,7.0,6.62,7.81,Buena
788,8.77,9.07,5.0,8.51,6.74,9.4,6.96,Muy Buena
789,5.58,6.8100000000000005,4.94,7.24,6.65,6.06,7.72,No Muy Mala
790,4.53,6.15,6.38,9.4,7.71,5.52,6.08,No Muy Mala
791,7.04,8.33,5.86,7.2,9.53,9.67,6.95,Buena
792,5.19,6.4,6.0,8.19,6.61,6.63,6.44,No Muy Mala
793,3.22,4.51,4.85,8.24,6.93,8.32,6.2,Mala
794,7.05,7.8,4.5,7.77,7.18,6.14,6.52,No Muy Buena
795,7.86,9.540000000000001,6.45,8.06,7.12,8.98,5.35,Muy Buena
796,8.44,9.62,8.13,8.42,8.95,8.63,7.87,Perfecta
797,4.3,5.25,5.45,8.46,7.45,8.91,4.32,Mala
798,3.8,4.34,5.96,8.38,6.42,5.9,4.75,Mala
799,3.42,3.9899999999999998,7.46,8.5,7.11,8.0,7.32,No Muy Mala
800,5.95,7.0600000000000005,9.31,8.76,8.72,8.52,7.61,Muy Buena
801,6.47,6.51,9.44,8.84,9.66,7.8,4.2,Buena
802,8.74,10.18,8.83,8.58,7.34,8.39,4.97,Perfecta
803,4.15,4.2700000000000005,5.63,9.24,6.66,5.91,6.67,Mala
804,7.67,8.64,3.86,9.88,7.79,9.58,8.98,Buena
805,5.16,5.91,7.81,7.25,7.56,5.56,4.72,No Muy Buena
806,7.57,7.66,5.72,9.33,6.57,7.52,8.35,Buena
807,6.43,7.26,7.13,7.95,7.23,6.09,5.83,Buena
808,4.29,5.74,8.41,9.82,8.83,9.25,4.34,No Muy Buena
809,9.99,11.07,5.64,7.75,6.51,5.59,5.91,Muy Buena
810,3.11,3.21,6.8,8.56,8.75,9.23,7.28,Mala
811,5.4,5.960000000000001,8.93,8.34,6.39,8.49,5.68,Buena
812,8.2,9.34,8.05,9.75,7.91,9.67,5.01,Muy Buena
813,6.51,7.1499999999999995,6.14,8.17,9.96,9.63,5.8,Buena
814,8.47,9.14,7.16,8.46,8.6,6.48,5.49,Muy Buena
815,8.64,9.63,3.31,8.07,7.1,7.12,9.55,Buena
816,8.81,9.9,3.69,8.25,6.99,6.79,6.63,Buena
817,6.05,7.359999999999999,5.91,9.73,8.54,8.88,9.19,Buena
818,9.97,10.200000000000001,5.71,7.39,7.23,9.55,8.82,Muy Buena
819,9.41,9.91,5.63,7.73,7.98,7.3,8.08,Muy Buena
820,9.68,10.36,7.66,8.84,8.94,9.01,6.2,Perfecta
821,4.78,5.75,8.62,7.49,9.87,5.52,8.59,No Muy Buena
822,3.34,3.67,4.65,7.37,9.91,5.55,8.19,Mala
823,3.54,4.32,4.55,8.22,7.67,9.14,9.53,Mala
824,8.46,9.25,3.88,7.45,9.61,9.61,6.73,Buena
825,7.88,8.69,6.1,8.19,9.34,9.55,6.08,Muy Buena
826,5.86,7.3100000000000005,5.97,9.52,9.71,8.49,8.81,Buena
827,8.71,9.22,4.73,7.6,8.99,6.88,5.6,Buena
828,7.41,7.970000000000001,3.65,7.59,8.7,6.42,9.07,No Muy Buena
829,5.29,6.58,3.67,7.62,7.48,9.3,4.47,Mala
830,3.84,4.92,6.02,9.18,8.23,7.08,5.21,Mala
831,3.1,4.54,5.3,9.23,8.93,6.55,4.79,Mala
832,7.41,7.69,7.44,8.79,6.65,5.63,5.63,Buena
833,9.28,10.82,8.97,8.9,7.78,8.64,5.12,Perfecta
834,5.18,6.79,8.71,8.93,6.92,7.21,6.24,Buena
835,3.96,4.12,3.53,8.43,7.83,7.74,9.38,Mala
836,9.81,10.8,5.79,9.8,8.81,8.36,8.77,Perfecta
837,3.89,5.44,6.4,7.82,8.89,5.85,6.28,No Muy Mala
838,9.99,10.88,4.74,9.89,9.93,5.97,4.56,Muy Buena
839,7.97,8.86,8.78,8.2,8.43,5.67,7.23,Muy Buena
840,3.3,3.6799999999999997,3.8,8.85,7.38,8.71,4.72,Mala
841,4.24,5.41,4.25,9.67,9.94,6.76,6.13,Mala
842,4.31,5.76,8.03,9.57,8.55,6.4,8.41,No Muy Buena
843,4.77,6.17,5.38,7.4,6.85,9.29,8.86,No Muy Mala
844,3.91,4.04,7.19,8.18,6.99,8.95,5.56,No Muy Mala
845,3.35,4.140000000000001,8.76,9.82,6.71,5.62,7.85,No Muy Mala
846,7.99,9.620000000000001,4.95,9.1,8.34,8.21,6.19,Buena
847,3.32,3.3899999999999997,3.47,9.05,7.27,5.85,5.61,Mala
848,5.15,5.680000000000001,8.06,7.55,9.03,7.85,6.75,No Muy Buena
849,8.84,9.6,6.88,8.0,6.87,8.7,7.25,Muy Buena
850,7.23,8.18,4.33,9.78,9.38,9.05,5.69,Buena
851,3.63,5.17,8.66,8.3,9.68,7.54,4.39,No Muy Mala
852,7.29,8.68,4.35,7.13,8.11,6.93,4.78,No Muy Buena
853,7.95,9.27,6.06,8.57,9.1,8.83,5.96,Muy Buena
854,6.73,7.630000000000001,7.41,8.43,7.37,8.3,6.28,Buena
855,4.41,5.83,8.81,8.99,7.38,7.47,6.9,No Muy Buena
856,5.62,6.4,7.98,9.56,8.88,8.32,7.84,Buena
857,8.1,9.58,9.13,8.02,8.43,6.82,5.02,Muy Buena
858,6.16,7.1,7.81,9.51,6.26,6.35,8.84,Buena
859,6.98,8.22,6.64,7.39,8.9,8.17,5.72,Buena
860,5.1,5.63,4.52,9.0,6.46,9.2,6.8,No Muy Mala
861,3.18,4.03,6.31,8.45,8.74,6.26,9.13,Mala
862,5.85,7.1499999999999995,9.63,9.11,6.52,7.22,5.45,Buena
863,8.4,8.92,9.49,9.5,7.69,9.15,7.07,Perfecta
864,3.66,4.12,8.66,8.54,7.59,6.54,9.43,No Muy Mala
865,8.3,8.41,9.09,9.07,8.16,7.69,6.96,Muy Buena
866,5.31,5.93,9.08,9.83,7.33,9.02,6.88,Buena
867,7.31,8.629999999999999,3.84,7.52,6.88,8.0,5.6,No Muy Buena
868,5.3,5.7,8.25,9.11,9.38,6.74,6.13,No Muy Buena
869,9.74,11.01,5.68,8.79,7.92,7.46,6.8,Muy Buena
870,4.36,5.640000000000001,3.68,7.46,9.35,5.53,7.48,Mala
871,8.9,9.31,4.64,9.54,9.91,6.68,9.37,Muy Buena
872,5.29,6.1,6.51,8.51,6.87,7.21,6.65,No Muy Buena
873,5.11,6.210000000000001,6.94,7.63,9.24,5.77,9.44,No Muy Buena
874,3.47,5.0,5.9,7.11,8.75,9.26,8.77,Mala
875,6.98,7.470000000000001,5.43,7.39,6.98,6.14,5.5,No Muy Buena
876,5.81,7.27,7.48,9.03,9.81,9.17,6.75,Buena
877,3.63,4.54,8.21,8.59,9.32,6.84,6.77,No Muy Mala
878,9.64,9.84,5.88,8.8,6.71,5.52,4.87,Muy Buena
879,4.76,4.9399999999999995,3.63,8.0,8.02,7.81,8.26,Mala
880,8.75,9.03,7.41,7.7,9.97,6.56,5.32,Muy Buena
881,7.98,9.31,6.49,9.89,8.82,7.74,6.49,Muy Buena
882,9.73,10.64,6.38,9.01,6.78,8.86,7.82,Perfecta
883,7.74,9.01,4.97,8.44,8.84,8.59,8.68,Buena
884,7.78,8.69,4.35,9.34,6.48,5.79,6.15,Buena
885,7.88,8.22,3.66,9.11,8.89,6.75,7.42,Buena
886,8.9,9.77,4.23,8.93,6.47,8.3,9.5,Muy Buena
887,9.59,11.02,3.85,7.1,7.3,6.59,6.23,Muy Buena
888,6.89,8.19,5.8,7.96,6.3,9.17,5.15,Buena
889,6.34,7.99,7.58,8.89,7.7,6.28,7.33,Buena
890,6.18,6.279999999999999,9.44,8.14,7.88,6.95,8.24,Buena
891,3.18,4.43,9.16,9.2,6.94,7.47,6.7,No Muy Mala
892,7.83,9.41,6.48,7.97,8.17,8.79,4.42,Muy Buena
893,8.26,8.84,8.95,8.06,6.91,6.86,9.01,Muy Buena
894,8.86,9.459999999999999,8.73,9.5,7.55,8.14,5.63,Perfecta
895,5.78,6.11,8.45,8.59,8.9,6.37,8.18,Buena
896,3.91,4.49,8.11,9.99,6.76,7.1,5.21,No Muy Mala
897,3.11,3.4699999999999998,7.82,8.92,8.41,6.21,9.55,No Muy Mala
898,4.21,5.71,6.11,7.65,8.78,5.53,6.76,No Muy Mala
899,6.96,7.12,6.44,7.38,8.53,8.08,4.86,Buena
900,5.66,6.99,7.55,9.95,7.2,9.63,7.41,Buena
901,5.66,5.93,8.12,9.22,7.64,9.57,9.24,Buena
902,8.59,9.26,9.6,9.88,9.81,6.09,8.54,Perfecta
903,9.0,9.28,6.06,8.57,9.44,9.2,4.98,Muy Buena
904,6.42,7.359999999999999,8.78,9.99,8.57,9.0,6.26,Muy Buena
905,3.58,4.45,8.8,9.56,6.99,7.73,7.29,No Muy Mala
906,9.66,10.92,9.4,8.19,8.71,7.46,8.1,Perfecta
907,4.69,5.49,3.91,9.49,8.31,6.45,6.84,Mala
908,8.11,9.53,7.73,8.81,6.62,5.63,5.34,Muy Buena
909,9.53,10.709999999999999,4.44,9.74,7.87,7.91,5.57,Muy Buena
910,7.98,9.15,4.45,9.74,8.78,7.19,7.53,Buena
911,4.5,5.88,3.7,8.22,7.95,7.46,5.63,Mala
912,7.12,8.74,8.25,9.45,9.98,8.85,8.09,Muy Buena
913,3.11,4.34,6.74,8.21,6.8,6.61,5.82,Mala
914,5.0,6.63,8.9,9.76,7.98,7.23,8.93,Buena
915,4.11,4.75,7.46,8.15,8.57,9.43,7.51,No Muy Mala
916,4.46,5.23,6.05,9.75,9.46,7.6,7.06,No Muy Mala
917,8.74,9.77,7.14,8.76,6.72,6.27,8.0,Muy Buena
918,8.41,9.31,5.69,7.75,9.95,8.28,5.52,Muy Buena
919,4.95,5.83,5.62,8.25,9.42,6.58,9.46,No Muy Mala
920,7.14,8.5,6.44,8.92,6.28,6.51,7.97,Buena
921,9.39,10.450000000000001,7.5,8.49,9.39,6.74,6.7,Perfecta
922,7.61,8.3,4.63,7.21,9.74,8.67,4.28,Buena
923,8.63,9.16,8.07,8.41,8.48,8.45,8.16,Perfecta
924,4.05,4.95,5.83,9.36,8.87,8.65,7.4,No Muy Mala
925,8.02,8.629999999999999,7.48,7.6,8.81,7.35,6.31,Muy Buena
926,7.16,7.18,8.5,7.41,9.01,9.4,4.45,Buena
927,4.04,4.7,8.17,7.48,7.52,9.63,5.46,No Muy Mala
928,6.06,6.659999999999999,4.78,8.72,7.96,7.6,5.58,No Muy Buena
929,3.81,5.22,6.27,8.14,7.01,8.52,9.64,No Muy Mala
930,9.83,11.49,6.32,9.55,7.42,8.04,6.13,Perfecta
931,6.28,7.5,7.91,8.38,8.31,5.81,5.9,Buena
932,5.29,6.52,6.47,9.94,7.42,8.93,9.64,No Muy Buena
933,3.19,3.81,5.54,8.81,6.93,8.19,8.55,Mala
934,3.29,4.22,8.95,9.04,6.75,6.14,7.32,No Muy Mala
935,4.44,4.930000000000001,5.06,7.32,8.71,8.09,9.03,No Muy Mala
936,9.03,10.489999999999998,4.6,9.17,8.08,6.85,8.13,Muy Buena
937,9.52,9.62,5.87,9.26,9.53,7.67,8.5,Muy Buena
938,6.45,7.74,6.48,7.82,9.05,6.67,8.92,Buena
939,4.7,5.96,5.13,7.77,8.42,5.86,5.09,No Muy Mala
940,5.05,5.33,9.31,9.04,9.3,8.89,7.04,Buena
941,8.03,8.82,5.42,9.33,9.38,6.88,9.54,Muy Buena
942,8.86,9.11,8.62,7.5,8.84,8.53,7.69,Perfecta
943,6.85,7.04,3.21,7.47,8.28,5.71,4.55,No Muy Mala
944,5.72,6.43,5.95,8.89,7.18,5.59,6.94,No Muy Buena
945,3.82,4.779999999999999,4.24,9.01,7.84,8.62,9.67,Mala
946,9.93,11.48,8.21,7.95,7.03,9.27,5.82,Perfecta
947,6.25,6.64,6.82,8.71,9.34,5.84,8.74,Buena
948,7.48,7.920000000000001,5.1,9.75,6.99,6.59,8.07,Buena
949,3.63,4.26,6.78,7.48,8.16,8.69,8.67,No Muy Mala
950,5.92,6.77,3.91,9.53,6.68,7.15,5.73,No Muy Mala
951,7.73,8.200000000000001,9.45,9.58,9.56,8.2,8.36,Perfecta
952,6.09,6.47,5.71,7.95,6.95,8.75,5.04,No Muy Buena
953,4.9,5.08,6.6,8.0,9.73,5.52,7.8,No Muy Mala
954,6.5,6.68,3.26,7.73,9.69,5.88,6.88,No Muy Mala
955,6.07,6.36,7.55,8.04,9.38,8.8,4.79,Buena
956,9.79,10.62,5.68,7.96,7.15,8.09,7.02,Muy Buena
957,6.21,6.45,3.97,8.56,7.4,5.65,8.64,No Muy Mala
958,6.88,8.07,4.92,7.56,9.11,9.34,6.66,Buena
959,6.04,6.29,4.1,9.23,7.17,5.6,8.46,No Muy Mala
960,7.14,7.199999999999999,9.16,8.58,7.3,8.63,6.42,Muy Buena
961,3.89,5.36,4.44,8.11,7.53,7.2,5.13,Mala
962,7.66,7.8500000000000005,9.13,9.73,6.99,6.78,8.33,Muy Buena
963,4.37,4.58,5.57,8.61,6.33,7.02,6.36,Mala
964,6.59,6.75,7.73,9.88,7.89,6.24,9.24,Buena
965,7.48,8.360000000000001,8.24,8.71,8.63,8.52,7.92,Muy Buena
966,9.56,11.01,7.63,8.42,7.84,8.82,5.31,Perfecta
967,9.54,11.229999999999999,8.0,7.4,8.35,8.88,4.79,Perfecta
968,9.11,10.62,6.44,7.21,8.65,7.5,4.36,Muy Buena
969,9.3,9.47,5.9,7.25,7.29,8.06,7.28,Muy Buena
970,6.14,6.83,4.73,9.57,7.46,8.3,4.54,No Muy Buena
971,7.79,9.4,4.64,7.23,7.25,6.43,4.49,Buena
972,3.7,5.29,5.25,9.34,8.41,8.2,7.76,No Muy Mala
973,7.67,9.23,3.28,8.48,9.8,9.06,7.27,Buena
974,4.78,5.79,9.61,9.2,9.83,6.04,7.62,Buena
975,9.64,10.84,8.36,7.7,8.74,5.6,7.61,Perfecta
976,3.64,5.33,3.78,9.54,9.63,8.61,6.09,Mala
977,4.17,4.61,4.04,7.21,9.04,9.04,4.41,Mala
978,6.65,7.67,5.79,7.63,7.58,8.55,5.25,No Muy Buena
979,7.59,9.17,9.49,8.01,6.35,6.89,4.72,Muy Buena
980,4.96,6.17,3.76,9.47,9.96,9.2,9.2,No Muy Mala
981,8.6,10.19,8.78,9.49,9.83,8.48,8.65,Perfecta
982,8.71,10.23,6.72,8.55,9.03,8.67,9.47,Muy Buena
983,8.69,9.33,3.91,9.63,7.8,7.4,5.15,Buena
984,3.71,3.78,3.59,9.96,9.11,8.45,9.51,Mala
985,7.33,7.53,8.85,8.07,8.51,6.3,8.51,Muy Buena
986,9.1,10.059999999999999,6.43,9.09,8.02,8.01,6.52,Muy Buena
987,3.61,4.81,8.17,8.58,8.02,5.69,8.61,No Muy Mala
988,8.43,9.02,3.25,9.42,8.59,9.1,4.68,Buena
989,3.4,4.43,5.55,9.71,8.85,5.7,5.91,Mala
990,4.15,4.5200000000000005,4.94,8.56,7.41,8.16,6.02,Mala
991,8.21,9.72,8.15,7.75,6.82,5.89,5.46,Muy Buena
992,9.87,10.12,9.62,7.74,6.58,6.44,8.35,Perfecta
993,3.24,3.29,7.4,8.12,6.57,7.04,8.95,Mala
994,5.21,6.8100000000000005,8.5,7.97,6.91,8.61,9.38,Buena
995,8.28,8.719999999999999,7.31,8.38,7.51,6.93,5.58,Muy Buena
996,5.26,6.71,8.79,9.93,9.36,7.46,4.25,Buena
997,9.89,10.020000000000001,4.06,8.1,7.62,9.24,5.68,Muy Buena
998,3.11,3.25,5.54,8.28,8.28,5.54,9.48,Mala
999,4.07,4.33,6.58,8.15,8.4,8.62,9.68,No Muy Mala
1000,4.79,4.98,9.2,7.11,7.39,8.63,8.45,No Muy Buena
1001,8.86,10.51,3.95,7.13,7.62,6.81,8.94,Muy Buena
1002,8.95,9.01,7.59,9.5,6.51,8.09,8.8,Perfecta
1003,7.28,7.3100000000000005,4.99,7.56,9.08,8.23,6.65,Buena
1004,9.47,10.3,5.11,7.6,7.41,5.92,9.69,Muy Buena
1005,5.0,5.76,7.54,8.2,6.43,8.76,5.66,No Muy Buena
1006,7.56,9.16,6.26,8.82,9.19,8.52,4.22,Buena
1007,6.17,7.65,3.65,8.59,8.24,9.5,7.94,No Muy Buena
1008,3.86,4.78,5.56,7.93,6.78,8.6,8.72,Mala
1009,4.55,4.569999999999999,7.21,7.28,9.46,5.92,7.53,No Muy Mala
1010,6.62,7.49,8.48,8.45,9.13,7.55,4.4,Buena
1011,8.58,10.120000000000001,5.05,8.05,7.0,8.96,9.49,Muy Buena
1012,5.9,6.21,6.76,9.62,7.52,6.79,6.53,No Muy Buena
1013,7.08,7.14,7.44,8.93,6.36,8.42,5.45,Buena
1014,6.67,8.0,8.38,7.95,7.79,6.49,4.39,Buena
1015,6.45,7.95,8.41,8.67,6.3,7.71,7.62,Buena
1016,3.65,4.32,7.14,8.52,6.55,9.59,6.26,No Muy Mala
1017,4.5,4.77,8.53,7.51,8.23,6.73,5.68,No Muy Mala
1018,8.56,8.72,6.57,8.66,9.4,5.94,6.74,Muy Buena
1019,3.44,4.12,6.84,8.64,9.0,5.5,5.43,Mala
1020,7.93,8.48,3.97,9.34,8.28,5.99,8.15,Buena
1021,8.31,8.31,3.88,7.13,9.44,5.52,6.3,Buena
1022,3.9,4.29,4.22,8.49,8.71,5.51,7.12,Mala
1023,3.23,3.25,4.21,7.99,6.31,6.24,7.57,Mala
1024,5.31,6.319999999999999,8.58,7.8,6.56,6.16,7.39,No Muy Buena
1025,4.91,6.42,6.6,9.29,8.9,7.82,9.47,No Muy Buena
1026,7.31,7.55,5.43,9.37,9.88,6.72,8.75,Buena
1027,8.85,10.48,5.81,8.06,9.62,9.24,4.34,Muy Buena
1028,5.35,7.029999999999999,6.92,7.29,7.78,6.43,7.63,No Muy Buena
1029,9.17,10.51,7.6,7.91,9.94,7.48,7.5,Perfecta
1030,4.12,5.48,6.16,8.35,7.4,8.51,8.88,No Muy Mala
1031,5.4,6.08,6.53,7.14,7.88,8.49,8.3,No Muy Buena
1032,5.41,6.26,7.7,9.03,8.22,8.47,8.46,Buena
1033,5.91,6.85,6.64,9.58,8.75,7.29,5.48,No Muy Buena
1034,7.74,8.4,3.24,8.57,8.25,7.51,4.83,No Muy Buena
1035,5.61,7.180000000000001,7.83,9.19,9.39,7.09,9.53,Buena
1036,9.66,10.7,6.82,8.26,9.58,6.44,8.99,Perfecta
1037,7.87,9.22,9.55,9.85,8.68,9.04,5.58,Perfecta
1038,4.9,5.2700000000000005,8.49,9.96,7.25,8.57,8.84,Buena
1039,5.65,5.78,5.35,8.8,7.32,8.14,8.75,No Muy Buena
1040,9.47,9.82,9.54,9.06,8.57,7.4,6.32,Perfecta
1041,3.31,4.890000000000001,6.75,9.83,9.93,8.61,8.06,No Muy Mala
1042,7.6,7.6,5.66,8.82,8.01,6.51,5.93,Buena
1043,7.53,8.21,4.32,9.77,7.31,7.51,8.44,Buena
1044,3.6,5.1,8.08,8.79,6.21,8.81,9.31,No Muy Mala
1045,3.3,4.17,4.13,9.89,9.57,7.44,6.89,Mala
1046,7.21,8.629999999999999,5.28,9.75,8.63,9.16,8.13,Buena
1047,9.08,9.8,6.94,9.52,9.64,7.28,8.07,Perfecta
1048,4.62,5.92,5.95,7.61,7.25,7.89,5.9,No Muy Mala
1049,8.99,9.77,8.86,9.17,8.86,6.47,7.73,Perfecta
1050,6.77,7.22,6.76,8.3,9.73,8.57,5.19,Buena
1051,8.47,9.33,6.53,9.02,6.62,6.99,7.21,Muy Buena
1052,4.08,4.41,7.96,7.34,9.44,6.18,6.61,No Muy Mala
1053,6.71,7.98,4.93,8.09,8.85,8.69,5.23,No Muy Buena
1054,7.26,8.05,6.49,9.17,7.97,6.18,8.08,Buena
1055,3.9,5.34,4.61,8.89,9.39,8.49,9.48,No Muy Mala
1056,8.76,9.16,3.41,7.6,7.28,6.14,9.44,Buena
1057,6.97,7.62,8.59,7.12,6.56,7.76,8.15,Muy Buena
1058,5.34,6.15,5.61,7.47,8.24,9.51,7.55,No Muy Mala
1059,7.5,8.81,6.01,8.87,7.39,9.1,9.35,Muy Buena
1060,4.57,5.19,8.13,9.59,9.81,9.04,8.49,No Muy Buena
1061,3.81,4.46,5.24,7.16,7.44,8.03,4.79,Mala
1062,4.38,5.27,5.5,8.88,6.29,5.73,7.63,No Muy Mala
1063,4.77,5.72,6.42,8.9,9.29,7.27,5.25,No Muy Mala
1064,5.4,6.550000000000001,3.3,9.88,9.04,7.05,9.05,No Muy Mala
1065,7.35,7.8999999999999995,4.63,8.16,8.81,5.84,5.74,No Muy Buena
1066,7.51,7.99,5.57,7.7,8.58,7.28,8.8,Buena
1067,7.32,7.34,7.47,7.74,9.37,8.02,4.34,Buena
1068,8.54,9.799999999999999,7.53,7.85,6.6,9.52,4.84,Muy Buena
1069,3.89,4.140000000000001,4.17,8.8,6.95,8.38,6.18,Mala
1070,3.85,4.04,3.43,7.17,9.55,9.48,6.5,Mala
1071,6.01,7.529999999999999,8.28,9.09,7.67,8.63,6.21,Buena
1072,6.03,6.2,7.29,9.26,9.55,6.26,8.09,Buena
1073,7.3,7.93,5.32,7.9,6.49,8.88,5.34,Buena
1074,5.98,7.040000000000001,7.78,7.77,6.54,7.08,8.71,Buena
1075,3.89,4.96,8.34,7.27,8.98,5.52,6.41,No Muy Mala
1076,8.28,8.49,7.44,8.07,6.61,6.19,6.54,Muy Buena
1077,5.37,5.8100000000000005,7.59,9.77,8.13,6.73,6.77,No Muy Buena
1078,9.05,9.67,7.94,8.19,9.34,6.43,6.53,Perfecta
1079,6.28,6.53,8.84,9.48,7.06,6.96,9.39,Muy Buena
1080,8.36,9.92,4.06,7.6,9.25,9.53,4.2,Buena
1081,9.75,10.72,4.55,8.59,8.96,9.46,5.43,Muy Buena
1082,6.78,7.54,6.96,9.47,6.61,6.59,7.05,Buena
1083,4.36,4.5600000000000005,3.97,8.1,8.52,7.93,4.91,Mala
1084,9.26,10.5,4.71,8.26,8.07,5.51,4.31,Muy Buena
1085,3.94,4.03,3.82,8.15,9.98,6.04,4.86,Mala
1086,7.52,8.27,4.46,8.23,9.27,7.62,7.51,Buena
1087,5.3,6.6899999999999995,3.74,9.52,6.23,8.51,5.76,No Muy Mala
1088,8.67,10.27,4.13,9.01,7.36,7.45,8.58,Muy Buena
1089,4.32,4.34,3.25,8.88,8.61,6.85,6.74,Mala
1090,5.49,5.51,8.22,8.4,9.59,6.08,7.22,Buena
1091,7.53,8.540000000000001,5.97,7.39,8.02,6.16,9.69,Buena
1092,9.14,10.06,5.02,9.39,9.07,8.97,4.49,Muy Buena
1093,3.67,4.859999999999999,4.58,8.4,8.83,9.14,5.87,Mala
1094,7.47,8.48,3.93,7.68,9.95,7.9,9.05,Buena
1095,4.88,5.96,3.47,7.2,6.44,7.2,8.51,Mala
1096,6.05,7.4,8.61,7.64,7.08,8.53,8.75,Buena
1097,3.64,4.62,5.68,9.71,6.74,8.3,9.11,No Muy Mala
1098,7.53,8.65,4.37,7.1,6.91,7.04,5.11,No Muy Buena
1099,6.06,7.4799999999999995,5.81,8.55,9.38,8.94,7.11,No Muy Buena
1100,3.53,5.06,4.73,7.78,6.77,9.55,7.45,Mala
1101,6.62,8.09,5.01,8.63,9.89,7.87,5.45,No Muy Buena
1102,4.95,5.45,7.46,7.94,9.23,6.43,5.12,No Muy Buena
1103,3.73,4.62,6.08,8.45,6.58,5.61,7.83,Mala
1104,9.95,10.61,5.35,8.82,8.05,8.8,8.69,Perfecta
1105,7.06,7.39,9.27,7.65,9.98,8.89,4.57,Muy Buena
1106,4.8,4.93,5.03,7.25,8.13,7.66,6.69,No Muy Mala
1107,7.03,7.470000000000001,3.82,7.98,8.25,6.45,6.51,No Muy Buena
1108,3.68,4.69,8.25,9.39,7.77,7.74,7.1,No Muy Mala
1109,8.62,9.69,4.59,7.46,7.7,9.48,8.72,Muy Buena
1110,4.3,4.359999999999999,8.14,7.57,7.31,6.89,8.58,No Muy Mala
1111,7.84,8.09,4.44,8.9,9.36,6.55,7.49,Buena
1112,9.92,10.29,9.67,8.66,8.81,7.15,8.19,Perfecta
1113,7.99,9.5,6.65,9.53,8.12,6.7,6.8,Muy Buena
1114,3.17,3.41,9.41,9.6,8.24,9.28,8.65,No Muy Buena
1115,9.06,9.75,6.07,8.76,8.9,7.78,4.61,Muy Buena
1116,8.46,8.65,3.39,8.38,7.73,7.75,9.12,Buena
1117,3.16,3.7800000000000002,4.18,7.54,9.1,6.73,4.7,Mala
